Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(kmpl),Engine(CC),Power(bhp),Car_Age(Years),Price(in Lakhs),Brand,Model
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,Second,5,15.2,1968.0,140.8,13,10.2,Audi,A4 New
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Chennai,2007,145000,Diesel,Manual,First,8,12.8,2494.0,102.0,18,5.0,Toyota,Innova 2.5
Maruti Grand Vitara MT,Mumbai,2008,46810,Petrol,Manual,First,5,9.8,1995.0,163.5,17,3.95,Maruti,Grand Vitara
Volkswagen Vento 1.5 TDI Highline,Coimbatore,2016,62767,Diesel,Manual,First,5,20.34,1498.0,103.2,9,9.75,Volkswagen,Vento 1.5
Hyundai Elite i20 Petrol Asta,Kochi,2018,18553,Petrol,Manual,First,5,18.6,1197.0,81.86,7,7.93,Hyundai,Elite i20
Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2011,143143,Diesel,Manual,First,5,17.8,1399.0,67.0,14,2.1,Ford,Fiesta Classic
Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,Diesel,Manual,First,7,13.5,2477.0,175.56,10,16.42,Mitsubishi,Pajero Sport
Hyundai Santa Fe 4X4,Bangalore,2011,148000,Diesel,Manual,Second,7,14.66,2199.0,194.3,14,8.9,Hyundai,Santa Fe
Mahindra XUV500 W8 2WD,Pune,2012,95000,Diesel,Manual,First,7,15.1,2179.0,140.0,13,7.21,Mahindra,XUV500 W8
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2015,100000,Diesel,Manual,First,8,12.8,2494.0,102.0,10,13.5,Toyota,Innova 2.5
Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,5,11.57,2987.0,254.79,9,65.0,Mercedes-Benz,GLE 350d
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Bangalore,2014,87000,Diesel,Manual,First,7,12.05,2179.0,120.0,11,7.4,Mahindra,Scorpio 2009-2014
Honda City 1.5 S AT,Kochi,2014,56838,Petrol,Automatic,First,5,16.8,1497.0,118.0,11,5.15,Honda,City 1.5
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2013,100000,Diesel,Automatic,First,7,12.0,2987.0,224.0,12,32.0,Mercedes-Benz,GL-Class 2007
Honda City 1.5 S MT,Kolkata,2011,125000,Petrol,Manual,First,5,17.0,1497.0,118.0,14,3.25,Honda,City 1.5
Maruti Wagon R VXI AMT,Kolkata,2017,17000,Petrol,Automatic,First,5,22.5,998.0,67.0,8,3.95,Maruti,Wagon R
Tata Indigo eCS GLE BSIII,Pune,2013,70000,Petrol,Manual,Second,5,15.4,1193.0,65.0,12,1.5,Tata,Indigo eCS
Hyundai i20 2015-2017 1.2 Asta with AVN,Pune,2010,50000,Petrol,Manual,Second,5,17.0,1197.0,80.0,15,3.0,Hyundai,i20 2015-2017
Honda Jazz Active,Kolkata,2010,39800,Petrol,Manual,First,5,16.0,1198.0,90.0,15,1.99,Honda,Jazz Active
Maruti A-Star Lxi,Kolkata,2010,60000,Petrol,Manual,First,5,19.0,998.0,66.1,15,1.35,Maruti,A-Star Lxi
BMW 3 Series 320d Highline,Hyderabad,2009,58000,Diesel,Automatic,First,5,16.07,1995.0,181.0,16,13.5,BMW,3 Series
Skoda Yeti Elegance,Hyderabad,2010,110009,Diesel,Manual,First,5,17.67,1968.0,138.08,15,6.99,Skoda,Yeti Elegance
Nissan Terrano XV Premium 110 PS,Hyderabad,2013,85000,Diesel,Manual,First,5,19.01,1461.0,108.5,12,8.5,Nissan,Terrano XV
Volkswagen Polo Diesel Comfortline 1.2L,Pune,2010,84000,Diesel,Manual,Second,5,22.07,1199.0,73.9,15,2.89,Volkswagen,Polo Diesel
BMW 3 Series 320d,Mumbai,2011,51000,Diesel,Automatic,First,5,22.69,1995.0,190.0,14,10.5,BMW,3 Series
Nissan Sunny 2011-2014 XL,Kochi,2013,68880,Petrol,Manual,First,5,16.95,1498.0,97.7,12,3.97,Nissan,Sunny 2011-2014
Maruti Alto K10 VXI AGS,Chennai,2017,5500,Petrol,Automatic,First,5,24.07,998.0,67.1,8,4.25,Maruti,Alto K10
Maruti Ritz ZXI,Coimbatore,2016,40052,Petrol,Manual,First,5,21.1,1197.0,85.8,9,6.17,Maruti,Ritz ZXI
Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2016,47293,Diesel,Automatic,First,5,14.16,1968.0,174.3,9,38.72,Audi,Q5 30
Hyundai Verna CRDi SX,Hyderabad,2013,79663,Diesel,Manual,First,5,16.8,1493.0,110.0,12,6.5,Hyundai,Verna CRDi
Honda Amaze S i-Dtech,Jaipur,2013,63000,Diesel,Manual,Second,5,25.8,1498.0,98.6,12,4.25,Honda,Amaze S
Honda City i DTEC SV,Kolkata,2014,45000,Diesel,Manual,First,5,26.0,1498.0,98.6,11,4.75,Honda,City i
Toyota Fortuner TRD Sportivo 2.8 2WD AT,Kochi,2014,56501,Diesel,Automatic,First,7,12.9,2755.0,174.5,11,17.71,Toyota,Fortuner TRD
Volkswagen Vento 1.5 TDI Highline,Jaipur,2015,58000,Diesel,Manual,First,5,20.34,1498.0,103.2,10,5.85,Volkswagen,Vento 1.5
BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,Diesel,Automatic,First,5,22.48,1995.0,190.0,14,17.27,BMW,5 Series
BMW 3 Series 320d Sedan,Hyderabad,2007,74199,Diesel,Automatic,First,5,16.07,1995.0,181.0,18,9.25,BMW,3 Series
Hyundai Creta 1.6 SX Plus Petrol Automatic,Ahmedabad,2017,25000,Petrol,Automatic,First,5,13.0,1591.0,121.3,8,12.75,Hyundai,Creta 1.6
BMW 3 Series Luxury Line,Pune,2016,70000,Diesel,Automatic,Second,5,21.76,1995.0,190.0,9,27.0,BMW,3 Series
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2013,25000,Diesel,Automatic,Second,5,14.84,2143.0,167.62,12,21.0,Mercedes-Benz,New C-Class
Maruti Swift Dzire VDI,Hyderabad,2017,22000,Diesel,Manual,First,5,26.59,1248.0,74.0,8,7.95,Maruti,Swift Dzire
Maruti Celerio ZXI,Hyderabad,2015,47020,Petrol,Manual,Second,5,23.1,998.0,67.04,10,4.5,Maruti,Celerio ZXI
BMW 3 Series 320d GT Luxury Line,Mumbai,2017,8000,Diesel,Automatic,First,5,19.59,1995.0,187.74,8,33.75,BMW,3 Series
Audi Q7 4.2 TDI Quattro Technology,Delhi,2010,73000,Diesel,Automatic,First,7,11.33,4134.0,335.2,15,17.51,Audi,Q7 4.2
Honda Jazz V,Kochi,2017,36973,Petrol,Manual,First,5,18.2,1199.0,88.7,8,6.8,Honda,Jazz V
Tata Nano Cx BSIV,Coimbatore,2014,42083,Petrol,Manual,First,4,25.4,624.0,37.48,11,1.68,Tata,Nano Cx
Maruti Alto 800 2016-2019 LXI,Chennai,2016,61000,Petrol,Manual,First,5,24.7,796.0,47.3,9,2.9,Maruti,Alto 800
Maruti Wagon R VXI,Mumbai,2014,43628,Petrol,Manual,First,5,22.5,998.0,67.04,11,3.16,Maruti,Wagon R
Hyundai Xcent 1.1 CRDi Base,Jaipur,2014,60000,Diesel,Manual,First,5,24.4,1120.0,71.0,11,3.9,Hyundai,Xcent 1.1
Chevrolet Beat LT,Delhi,2010,54000,Petrol,Manual,Second,5,17.8,1199.0,76.8,15,1.95,Chevrolet,Beat LT
Jaguar XF 2.2 Litre Luxury,Kochi,2015,27001,Diesel,Automatic,First,5,16.36,2179.0,187.7,10,26.52,Jaguar,XF 2.2
Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2010,52000,Diesel,Automatic,First,5,18.33,1968.0,167.7,15,9.0,Volkswagen,Passat Diesel
Hyundai i20 Asta 1.4 CRDi,Hyderabad,2012,80000,Diesel,Manual,First,5,21.27,1396.0,88.76,13,4.5,Hyundai,i20 Asta
Mitsubishi Pajero 2.8 SFX,Chennai,2008,160000,Diesel,Manual,First,6,10.5,2835.0,107.2,17,8.75,Mitsubishi,Pajero 2.8
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,Diesel,Automatic,First,5,24.3,1248.0,88.5,7,11.5,Maruti,Vitara Brezza
Maruti Alto K10 LXI,Delhi,2016,35027,Petrol,Manual,First,5,24.07,998.0,67.1,9,3.0,Maruti,Alto K10
Hyundai EON Magna Plus,Coimbatore,2015,26568,Petrol,Manual,First,5,21.1,814.0,55.2,10,3.79,Hyundai,EON Magna
Maruti Ciaz VDi Plus SHVS,Ahmedabad,2015,59000,Diesel,Manual,First,5,28.09,1248.0,88.5,10,6.0,Maruti,Ciaz VDi
Hyundai Creta 1.6 CRDi SX Option,Bangalore,2016,51000,Diesel,Manual,First,5,19.67,1582.0,126.2,9,13.25,Hyundai,Creta 1.6
Skoda Superb Ambition 2.0 TDI CR AT,Delhi,2012,56400,Diesel,Automatic,First,5,17.2,1968.0,138.1,13,8.0,Skoda,Superb Ambition
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,80000,Diesel,Manual,First,5,20.14,1498.0,88.8,10,5.8,Volkswagen,Polo 1.5
BMW 5 Series 520d Sedan,Delhi,2012,72000,Diesel,Automatic,Third,5,18.48,1616.57,110.75,13,13.85,BMW,5 Series
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2013,107000,Diesel,Manual,Second,7,12.99,2494.0,100.6,12,13.5,Toyota,Innova 2.5
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2014,100000,Diesel,Automatic,First,5,14.21,2143.0,203.0,11,25.0,Mercedes-Benz,E-Class 2009-2013
Volkswagen Polo 1.5 TDI Highline,Kochi,2016,59998,Diesel,Manual,First,5,20.14,1498.0,88.8,9,5.49,Volkswagen,Polo 1.5
Audi Q3 2.0 TDI,Hyderabad,2013,105000,Diesel,Automatic,First,5,17.32,1968.0,150.0,12,19.0,Audi,Q3 2.0
Hyundai i20 1.2 Magna,Kolkata,2011,36000,Petrol,Manual,First,5,18.5,1197.0,80.0,14,2.5,Hyundai,i20 1.2
Hyundai i10 Sportz 1.1L,Kolkata,2015,24350,Petrol,Manual,Second,5,19.81,1086.0,68.05,10,3.0,Hyundai,i10 Sportz
Tata Tigor 1.05 Revotorq XT,Kochi,2018,28973,Diesel,Manual,First,5,24.7,1047.0,69.0,7,6.64,Tata,Tigor 1.05
Hyundai EON Era,Kochi,2017,8243,Petrol,Manual,First,5,21.1,814.0,55.2,8,3.21,Hyundai,EON Era
Hyundai Santro Xing GLS,Chennai,2009,136642,Petrol,Manual,Second,5,17.92,1086.0,62.1,16,1.55,Hyundai,Santro Xing
Hyundai Santro Xing GLS,Hyderabad,2011,60000,Petrol,Manual,First,5,17.92,1086.0,62.1,14,2.59,Hyundai,Santro Xing
Mahindra Scorpio SLX,Chennai,2008,100000,Diesel,Manual,Second,8,12.7,2609.0,120.0,17,4.0,Mahindra,Scorpio SLX
Honda City i-VTEC S,Jaipur,2010,48689,Petrol,Manual,First,5,17.4,1497.0,117.3,15,3.87,Honda,City i-VTEC
Maruti Vitara Brezza ZDi,Bangalore,2017,45000,Diesel,Manual,First,5,24.3,1248.0,88.5,8,9.75,Maruti,Vitara Brezza
Audi A4 35 TDI Technology Edition,Kochi,2019,38163,Diesel,Automatic,First,5,17.11,1968.0,174.33,6,32.91,Audi,A4 35
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Chennai,2011,43800,Diesel,Automatic,Second,5,14.21,2143.0,203.0,14,16.75,Mercedes-Benz,E-Class 2009-2013
Honda Civic 2006-2010 1.8 MT Sport,Jaipur,2007,92000,Petrol,Manual,First,5,13.5,1799.0,130.0,18,1.9,Honda,Civic 2006-2010
Hyundai i20 Magna 1.2,Kochi,2017,14064,Petrol,Manual,First,5,18.6,1197.0,81.83,8,6.59,Hyundai,i20 Magna
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2017,42366,Diesel,Automatic,First,5,15.73,1968.0,174.33,8,31.93,Audi,Q3 35
Honda City i DTEC VX,Jaipur,2014,76551,Diesel,Manual,First,5,25.1,1498.0,98.6,11,7.25,Honda,City i
Hyundai i10 Era 1.1 iTech SE,Pune,2008,72672,Petrol,Manual,First,5,19.81,1086.0,68.05,17,1.9,Hyundai,i10 Era
Maruti Swift VDI BSIV,Kolkata,2015,45000,Diesel,Manual,First,5,25.2,1248.0,74.0,10,3.55,Maruti,Swift VDI
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91696,Diesel,Automatic,First,7,11.4,2953.0,153.86,13,9.25,Ford,Endeavour 3.0L
Ford Ikon 1.3 Flair,Kochi,2009,66484,Petrol,Manual,First,5,13.8,1299.0,70.0,16,1.65,Ford,Ikon 1.3
BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,Diesel,Automatic,First,5,20.68,1995.0,190.0,6,36.64,BMW,X1 sDrive
Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,Mumbai,2011,55000,Diesel,Automatic,Second,5,14.21,2143.0,203.0,14,16.0,Mercedes-Benz,E-Class 2009-2013
Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2019,21112,CNG,Manual,First,5,15.1,1196.0,73.0,6,5.38,Maruti,Eeco 5
Honda Jazz Select Edition,Pune,2011,98000,Petrol,Manual,First,5,16.7,1616.57,110.75,14,3.15,Honda,Jazz Select
Honda Amaze S i-Dtech,Ahmedabad,2014,61297,Diesel,Manual,First,5,25.8,1498.0,98.6,11,4.35,Honda,Amaze S
Maruti Zen LXi - BS III,Hyderabad,2006,80000,Petrol,Manual,Second,5,17.3,993.0,60.0,19,1.2,Maruti,Zen LXi
Hyundai i20 Magna,Jaipur,2013,59000,Petrol,Manual,Second,5,18.5,1197.0,80.0,12,4.1,Hyundai,i20 Magna
BMW X5 3.0d,Chennai,2009,150000,Diesel,Automatic,First,5,11.0,2993.0,235.0,16,18.75,BMW,X5 3.0d
Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2017,60083,Diesel,Manual,First,5,19.67,1582.0,126.2,8,13.78,Hyundai,Creta 1.6
Maruti Swift Dzire LDI,Kolkata,2016,85450,Diesel,Manual,First,5,26.59,1248.0,74.0,9,4.0,Maruti,Swift Dzire
Maruti Swift VDI,Jaipur,2013,88000,Diesel,Manual,First,5,22.9,1248.0,74.0,12,4.33,Maruti,Swift VDI
Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,Diesel,Manual,First,5,24.0,1186.0,73.97,10,5.43,Hyundai,Grand i10
Ford Figo Aspire 1.2 Ti-VCT Trend,Mumbai,2016,18000,Petrol,Manual,First,5,18.16,1196.0,86.8,9,4.9,Ford,Figo Aspire
BMW X5 X5 M,Chennai,2017,15000,Diesel,Automatic,First,5,15.97,2993.0,258.0,8,70.0,BMW,X5 X5
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Kolkata,2016,34000,Diesel,Automatic,First,5,11.78,2143.0,167.62,9,25.5,Mercedes-Benz,New C-Class
Hyundai Grand i10 AT Asta,Ahmedabad,2015,46000,Petrol,Automatic,First,5,18.9,1197.0,82.0,10,5.1,Hyundai,Grand i10
Hyundai Verna 1.6 SX CRDi (O),Hyderabad,2013,48158,Diesel,Manual,First,5,22.32,1582.0,126.32,12,6.7,Hyundai,Verna 1.6
BMW 5 Series 525d Sedan,Hyderabad,2013,93000,Diesel,Automatic,First,5,16.73,2993.0,218.0,12,26.5,BMW,5 Series
Nissan Micra Diesel XV Premium,Ahmedabad,2013,71007,Diesel,Manual,First,5,23.08,1461.0,63.1,12,3.9,Nissan,Micra Diesel
Maruti SX4 ZXI MT BSIV,Pune,2010,63067,Petrol,Manual,Second,5,15.5,1586.0,103.3,15,2.7,Maruti,SX4 ZXI
Tata Manza Aura Quadrajet BS IV,Hyderabad,2011,70259,Diesel,Manual,First,5,21.12,1248.0,88.8,14,2.95,Tata,Manza Aura
Audi A4 2.0 TDI Multitronic,Ahmedabad,2015,13000,Diesel,Automatic,First,5,16.55,1968.0,140.0,10,23.0,Audi,A4 2.0
Maruti Swift Ldi BSIV,Pune,2009,140000,Diesel,Manual,Second,5,17.8,1248.0,75.0,16,2.49,Maruti,Swift Ldi
Maruti Swift LDI Optional,Jaipur,2015,130000,Diesel,Manual,First,5,25.2,1248.0,74.0,10,4.5,Maruti,Swift LDI
Toyota Corolla Altis Diesel D4DJ,Delhi,2011,89401,Diesel,Manual,First,5,21.43,1364.0,87.2,14,4.5,Toyota,Corolla Altis
Honda Jazz 1.5 VX i DTEC,Hyderabad,2015,67000,Diesel,Manual,First,5,27.3,1498.0,98.6,10,6.9,Honda,Jazz 1.5
BMW 6 Series 650i Coupe,Kochi,2010,65329,Petrol,Automatic,First,4,7.94,4395.0,450.0,15,20.72,BMW,6 Series
Skoda Fabia 1.2 Petrol Active,Jaipur,2010,72000,Petrol,Manual,First,5,16.25,1198.0,73.9,15,2.21,Skoda,Fabia 1.2
Fiat Siena 1.2 ELX,Jaipur,2001,70000,Petrol,Manual,Third,5,0.0,1242.0,0.0,24,0.55,Fiat,Siena 1.2
Land Rover Freelander 2 HSE,Mumbai,2011,82000,Diesel,Automatic,Second,5,12.35,2179.0,187.74,14,13.9,Land,Rover Freelander
Ford Fiesta 1.6 ZXi Duratec,Pune,2010,85000,Petrol,Manual,First,5,15.3,1596.0,101.0,15,1.46,Ford,Fiesta 1.6
Hyundai Verna SX CRDi AT,Pune,2012,83000,Diesel,Automatic,First,5,19.08,1582.0,126.32,13,6.0,Hyundai,Verna SX
Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,Petrol,Manual,First,5,21.7,999.0,67.0,9,3.0,Renault,KWID 1.0
Tata Indica Vista Quadrajet 90 ZX Plus,Delhi,2012,27000,Diesel,Manual,First,5,22.3,1248.0,88.8,13,3.5,Tata,Indica Vista
Hyundai i20 Active 1.4 SX,Kochi,2018,37746,Diesel,Manual,First,5,21.19,1396.0,88.73,7,7.59,Hyundai,i20 Active
Maruti SX4 Zxi BSIII,Mumbai,2009,63274,Petrol,Manual,Second,5,15.0,1586.0,104.68,16,1.99,Maruti,SX4 Zxi
Renault KWID RXT,Hyderabad,2016,25000,Petrol,Manual,First,5,25.17,799.0,53.3,9,3.8,Renault,KWID RXT
Mahindra Xylo E4 ABS BS III,Bangalore,2013,197000,Diesel,Manual,First,7,11.68,2498.0,112.0,12,4.0,Mahindra,Xylo E4
Hyundai EON D Lite Plus,Bangalore,2013,45010,Petrol,Manual,Second,5,21.1,814.0,55.2,12,2.95,Hyundai,EON D
Honda Amaze VX i-DTEC,Delhi,2013,75348,Diesel,Manual,First,5,25.8,1498.0,98.6,12,3.75,Honda,Amaze VX
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2010,90110,Diesel,Manual,First,5,22.07,1199.0,73.9,15,2.5,Volkswagen,Polo Diesel
Honda City 1.5 V MT,Pune,2011,102013,Petrol,Manual,First,5,17.0,1497.0,118.0,14,3.75,Honda,City 1.5
Toyota Fortuner 4x2 AT,Pune,2015,36000,Diesel,Automatic,First,7,12.55,2982.0,168.5,10,22.0,Toyota,Fortuner 4x2
Honda Amaze E i-Vtech,Kochi,2017,37578,Petrol,Manual,First,5,18.0,1198.0,86.7,8,6.14,Honda,Amaze E
BMW 1 Series 118d Base,Pune,2015,46001,Diesel,Automatic,First,5,20.58,1995.0,143.0,10,16.0,BMW,1 Series
Maruti Celerio VXI AT,Hyderabad,2014,46559,Petrol,Automatic,First,5,23.1,998.0,67.04,11,3.75,Maruti,Celerio VXI
Toyota Innova 2.5 GX (Diesel) 8 Seater,Mumbai,2015,48000,Diesel,Manual,First,8,12.99,2494.0,100.6,10,11.75,Toyota,Innova 2.5
Jaguar XF 2.2 Litre Luxury,Pune,2013,46000,Diesel,Automatic,Second,5,16.36,2179.0,187.7,12,24.0,Jaguar,XF 2.2
Honda WRV i-VTEC VX,Hyderabad,2017,15000,Petrol,Manual,First,5,17.5,1199.0,88.7,8,8.9,Honda,WRV i-VTEC
BMW X1 sDrive20d,Chennai,2012,85000,Diesel,Automatic,Third,5,17.05,1995.0,184.0,13,10.0,BMW,X1 sDrive20d
Skoda Rapid 1.6 MPI AT Elegance,Mumbai,2014,32000,Petrol,Automatic,First,5,14.3,1598.0,103.5,11,5.55,Skoda,Rapid 1.6
Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,Petrol,Manual,First,5,16.09,1598.0,103.5,13,3.59,Volkswagen,Vento 1.6
Ford EcoSport 1.5 TDCi Trend Plus BE,Coimbatore,2019,35188,Diesel,Manual,First,5,22.77,1498.0,98.59,6,11.13,Ford,EcoSport 1.5
Mahindra XUV500 W6 2WD,Jaipur,2012,110000,Diesel,Manual,First,7,15.1,2179.0,140.0,13,7.2,Mahindra,XUV500 W6
Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,2014,61000,Diesel,Manual,First,5,18.6,1388.0,67.0,11,2.98,Ford,Fiesta Classic
Hyundai Santro Xing GLS,Pune,2010,75000,Petrol,Manual,Second,5,17.92,1086.0,62.1,15,1.7,Hyundai,Santro Xing
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2015,55000,Diesel,Automatic,First,7,12.0,2987.0,224.0,10,52.0,Mercedes-Benz,GL-Class 2007
Maruti Alto LXi BSII,Pune,2003,69966,Petrol,Manual,First,5,19.7,796.0,46.3,22,0.95,Maruti,Alto LXi
Honda City i VTEC VX Option,Mumbai,2016,42000,Petrol,Manual,First,5,17.8,1497.0,117.3,9,9.25,Honda,City i
Hyundai Santa Fe 2WD AT,Bangalore,2014,48000,Diesel,Automatic,First,7,13.01,2199.0,194.3,11,16.25,Hyundai,Santa Fe
Mercedes-Benz GLA Class 200 CDI SPORT,Kolkata,2015,35000,Diesel,Automatic,First,5,17.9,2143.0,136.0,10,20.99,Mercedes-Benz,GLA Class
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,Diesel,Manual,Second,8,12.8,2494.0,102.0,20,4.25,Toyota,Innova 2.5
BMW 3 Series 320d Sedan,Bangalore,2008,78000,Diesel,Automatic,Second,5,16.07,1995.0,181.0,17,7.2,BMW,3 Series
Maruti Swift ZXI,Hyderabad,2011,53080,Petrol,Manual,First,5,18.6,1197.0,85.8,14,4.4,Maruti,Swift ZXI
Volkswagen Vento Petrol Highline,Pune,2011,66000,Petrol,Manual,Second,5,15.04,1598.0,103.6,14,4.25,Volkswagen,Vento Petrol
Maruti Ertiga VXI,Ahmedabad,2012,25000,Petrol,Manual,First,7,16.02,1373.0,93.7,13,5.35,Maruti,Ertiga VXI
Hyundai Grand i10 AT Asta,Coimbatore,2016,36139,Petrol,Automatic,Second,5,18.9,1197.0,82.0,9,6.3,Hyundai,Grand i10
Hyundai Creta 1.6 CRDi SX,Delhi,2017,44000,Diesel,Manual,First,5,19.67,1582.0,126.2,8,12.5,Hyundai,Creta 1.6
Audi A6 3.0 TDI quattro,Ahmedabad,2008,50000,Diesel,Automatic,Second,5,16.77,2967.0,241.38,17,7.5,Audi,A6 3.0
Mahindra XUV500 W8 1.99 mHawk,Delhi,2016,81177,Diesel,Manual,First,7,16.0,1997.0,140.0,9,11.25,Mahindra,XUV500 W8
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Mumbai,2016,26000,Petrol,Automatic,First,5,16.05,1499.0,110.4,9,7.65,Ford,EcoSport 1.5
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,100000,Diesel,Manual,First,5,24.4,1120.0,71.0,9,4.5,Hyundai,Xcent 1.1
Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,Diesel,Automatic,First,5,21.21,1498.0,103.2,11,7.5,Volkswagen,Vento 1.5
Mercedes-Benz S-Class 280 AT,Kochi,2004,119859,Petrol,Automatic,First,5,13.0,2987.0,210.0,21,7.1,Mercedes-Benz,S-Class 280
Hyundai i10 Magna,Mumbai,2010,55980,Petrol,Manual,First,5,20.36,1197.0,78.9,15,2.25,Hyundai,i10 Magna
Audi A4 35 TDI Technology Edition,Hyderabad,2015,30000,Diesel,Automatic,First,5,17.11,1968.0,174.33,10,27.0,Audi,A4 35
Hyundai i20 Sportz 1.4 CRDi,Pune,2012,49700,Diesel,Manual,Second,5,21.9,1396.0,88.76,13,4.18,Hyundai,i20 Sportz
Hyundai Verna 1.4 EX,Chennai,2013,79000,Diesel,Manual,First,5,23.5,1396.0,88.7,12,6.5,Hyundai,Verna 1.4
Honda City 1.5 V MT,Delhi,2010,65100,Petrol,Manual,First,5,17.0,1497.0,118.0,15,3.15,Honda,City 1.5
Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,7,25.47,1248.0,88.5,9,7.64,Maruti,Ertiga VDI
Maruti Alto LXi BSII,Hyderabad,2011,28619,Petrol,Manual,First,5,19.7,796.0,46.3,14,2.4,Maruti,Alto LXi
Maruti Wagon R AMT VXI,Mumbai,2016,9000,Petrol,Automatic,First,5,20.51,998.0,67.0,9,4.25,Maruti,Wagon R
Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42876,Diesel,Automatic,First,5,19.08,1582.0,126.2,9,9.31,Hyundai,Verna 1.6
Maruti Alto LXi BSIII,Bangalore,2011,64000,Petrol,Manual,First,5,19.7,796.0,46.3,14,2.39,Maruti,Alto LXi
Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Petrol,Manual,Second,5,16.09,1598.0,103.5,7,7.64,Volkswagen,Vento 1.6
Maruti Baleno Zeta 1.2,Delhi,2016,21000,Petrol,Manual,First,5,21.4,1197.0,83.1,9,6.21,Maruti,Baleno Zeta
Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,Diesel,Automatic,First,5,0.0,2179.0,115.0,13,16.5,Land,Rover Freelander
Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,Petrol,Automatic,First,5,13.7,1997.0,153.86,14,8.22,Honda,CR-V 2.0L
Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,Diesel,Manual,First,7,14.24,2755.0,174.5,8,28.85,Toyota,Fortuner 2.8
Honda City V AT,Mumbai,2015,32000,Petrol,Automatic,First,5,15.6,1497.0,116.3,10,8.5,Honda,City V
Mercedes-Benz SLK-Class 55 AMG,Bangalore,2014,3000,Petrol,Automatic,Second,2,12.0,5461.0,421.0,11,90.0,Mercedes-Benz,SLK-Class 55
Honda City i-VTEC S,Mumbai,2015,10400,Petrol,Manual,First,5,17.4,1497.0,117.3,10,6.51,Honda,City i-VTEC
Maruti Swift VDI,Mumbai,2013,35000,Diesel,Manual,First,5,22.9,1248.0,74.0,12,4.65,Maruti,Swift VDI
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2013,55101,Petrol,Automatic,First,5,14.53,1794.0,138.1,12,8.4,Toyota,Corolla Altis
Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,Diesel,Manual,First,5,23.59,1364.0,67.06,11,5.75,Toyota,Etios Cross
Maruti Wagon R LX,Jaipur,2006,110000,Petrol,Manual,First,5,18.9,998.0,67.1,19,1.11,Maruti,Wagon R
Fiat Punto 1.2 Dynamic,Kochi,2017,17941,Petrol,Manual,First,5,15.7,1616.57,110.75,8,3.93,Fiat,Punto 1.2
Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,Petrol,Automatic,First,5,12.0,1991.0,184.0,11,17.25,Mercedes-Benz,E-Class 2015-2017
Jaguar XF Aero Sport Edition,Delhi,2012,16000,Diesel,Automatic,First,5,16.36,2179.0,187.7,13,32.0,Jaguar,XF Aero
Hyundai i20 Sportz Petrol,Kochi,2011,62020,Petrol,Manual,First,5,17.0,1197.0,80.0,14,3.45,Hyundai,i20 Sportz
